"area";"sexo";"nota"
"ENGENHARIAS";"M";"2297-2687"
"ENGENHARIAS";"M";"2297-2687"
"ENGENHARIAS";"M";"2297-2687"
"ENGENHARIAS";"F";"2297-2687"
"ENGENHARIAS";"F";"2297-2687"
"ENGENHARIAS";"M";"2297-2687"
"ENGENHARIAS";"F";"1907-2297"
"ENGENHARIAS";"M";"1907-2297"
"CIENCIAS EXATAS E DA TERRA";"M";"3077-3468"
"CIENCIAS EXATAS E DA TERRA";"M";"3077-3468"
"CIENCIAS EXATAS E DA TERRA";"M";"3077-3468"
"CIENCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIENCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIENCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIENCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIENCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIENCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIENCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIENCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIENCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIENCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIENCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIENCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"M";"1907-2297"
"CIENCIAS EXATAS E DA TERRA";"M";"1907-2297"
"CIENCIAS EXATAS E DA TERRA";"M";"1907-2297"
"CIENCIAS EXATAS E DA TERRA";"F";"1907-2297"
"CIENCIAS EXATAS E DA TERRA";"M";"1907-2297"
"CIENCIAS EXATAS E DA TERRA";"M";"1907-2297"
"CIENCIAS EXATAS E DA TERRA";"M";"1907-2297"
